"recurso_id","categoria","nombre_interno","archivo_salida","bundle_origen","ancho","alto","fuente_catalogo"
"icon-a7 3e 4e 71","shops","common_sheng_icon_cn","common_sheng_icon_cn__texture_v2_cn__en__common__small_tex_all__13ae141a3a.png","texture_v2_cn\en\common\small_tex_all.assetbundle","32","22","icon-catalog.csv"
"icon-f3 c3 14 02","shops","common_SR_icon_cn","common_SR_icon_cn__texture_v2_cn__en__common__small_tex_all__651cc31021.png","texture_v2_cn\en\common\small_tex_all.assetbundle","30","20","icon-catalog.csv"
"icon-e7 e1 af a3","shops","common_SSR_icon_cn","common_SSR_icon_cn__texture_v2_cn__en__common__small_tex_all__32f4f30be6.png","texture_v2_cn\en\common\small_tex_all.assetbundle","42","20","icon-catalog.csv"
"icon-e8 1e 7b 21","shops","common_taozhuang_icon_cn","common_taozhuang_icon_cn__texture_v2_cn__en__common__small_tex_all__310baa202f.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-81 22 80 eb","shops","common_tubiaokuang_jinzhi","common_tubiaokuang_jinzhi__texture_v2_cn__en__common__small_tex_all__52d4cb30aa.png","texture_v2_cn\en\common\small_tex_all.assetbundle","32","32","icon-catalog.csv"
"icon-13 fd 79 ca","shops","common_xiexia_icon_cn","common_xiexia_icon_cn__texture_v2_cn__en__common__small_tex_all__8a900f6f54.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-05 a1 a0 1f","shops","common_xingxianga_icon_cn","common_xingxianga_icon_cn__texture_v2_cn__en__common__small_tex_all__98cb18fc4f.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-8f a9 7f c7","shops","common_yichu_icon_cn","common_yichu_icon_cn__texture_v2_cn__en__common__small_tex_all__a244f38ea4.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-72 79 a6 bc","shops","common_yichuzhan_icon_cn","common_yichuzhan_icon_cn__texture_v2_cn__en__common__small_tex_all__60b5bdf6a7.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-34 ba 4c 50","shops","common_yijihuo_icon","common_yijihuo_icon__texture_v2_cn__en__common__small_tex_all__fcf085f3ac.png","texture_v2_cn\en\common\small_tex_all.assetbundle","87","86","icon-catalog.csv"
"icon-cf 8f 69 2b","shops","common_yizhuzhan_2_icon_cn","common_yizhuzhan_2_icon_cn__texture_v2_cn__en__common__small_tex_all__d7743ce6ab.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-4d cb 50 65","shops","common_yizhuzhan_icon_cn","common_yizhuzhan_icon_cn__texture_v2_cn__en__common__small_tex_all__be55f44126.png","texture_v2_cn\en\common\small_tex_all.assetbundle","84","85","icon-catalog.csv"
"icon-cc bb 41 86","shops","common_zhan_icon_cn","common_zhan_icon_cn__texture_v2_cn__en__common__small_tex_all__f5ace8922c.png","texture_v2_cn\en\common\small_tex_all.assetbundle","41","36","icon-catalog.csv"
"icon-7f c9 1c ab","shops","common_zhanli_bg_cn","common_zhanli_bg_cn__texture_v2_cn__en__common__small_tex_all__044a22e53d.png","texture_v2_cn\en\common\small_tex_all.assetbundle","350","70","icon-catalog.csv"
"icon-27 83 35 dc","shops","common_zhen_icon_cn","common_zhen_icon_cn__texture_v2_cn__en__common__small_tex_all__f04514443f.png","texture_v2_cn\en\common\small_tex_all.assetbundle","36","24","icon-catalog.csv"
"icon-d7 e2 5b 06","shops","common_zhu_icon_cn","common_zhu_icon_cn__texture_v2_cn__en__common__small_tex_all__4c3c225d4c.png","texture_v2_cn\en\common\small_tex_all.assetbundle","37","36","icon-catalog.csv"
"icon-66 42 ac ac","shops","common_zhuangbeizhanli_bg_cn","common_zhuangbeizhanli_bg_cn__texture_v2_cn__en__illusion__small_tex_all__6e90cd4871.png","texture_v2_cn\en\illusion\small_tex_all.assetbundle","396","70","icon-catalog.csv"
"icon-ef f8 9a c7","shops","common_zuida_btn_cn","common_zuida_btn_cn__texture_v2_cn__en__common__small_tex_all__481a21236f.png","texture_v2_cn\en\common\small_tex_all.assetbundle","95","47","icon-catalog.csv"
"icon-48 91 e5 18","shops","common_zuixiao_btn_cn","common_zuixiao_btn_cn__texture_v2_cn__en__common__small_tex_all__c8f6f67ed2.png","texture_v2_cn\en\common\small_tex_all.assetbundle","95","47","icon-catalog.csv"
"icon-c8 82 2c c4","shops","commonv2_zuida_btn_cn","commonv2_zuida_btn_cn__texture_v2_cn__en__common__small_tex_all__457ba3ad27.png","texture_v2_cn\en\common\small_tex_all.assetbundle","95","47","icon-catalog.csv"
"icon-17 10 be 43","shops","conmmon_tubiaokuang_xin","conmmon_tubiaokuang_xin__texture_v2_cn__en__common__small_tex_all__0bcc34f6b6.png","texture_v2_cn\en\common\small_tex_all.assetbundle","36","36","icon-catalog.csv"
"icon-63 09 0c 88","shops","dati_fanyi_btn_cn","dati_fanyi_btn_cn__texture_v2_cn__en__chat__small_tex_all__e4216f1804.png","texture_v2_cn\en\chat\small_tex_all.assetbundle","65","32","icon-catalog.csv"
"icon-29 14 56 62","shops","dati_fuzhi_btn_cn","dati_fuzhi_btn_cn__texture_v2_cn__en__chat__small_tex_all__e1f6957631.png","texture_v2_cn\en\chat\small_tex_all.assetbundle","66","30","icon-catalog.csv"
"icon-f9 4e e0 3c","shops","denglu_bao_icon_cn","denglu_bao_icon_cn__texture_v2_cn__en__login__small_tex_all__0ec56c6a1d.png","texture_v2_cn\en\login\small_tex_all.assetbundle","46","49","icon-catalog.csv"
"icon-68 a4 8c 87","shops","denglu_icon_FBshequn_cn","denglu_icon_FBshequn_cn__texture_v2_cn__en__login__small_tex_all__50dde90ac7.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-60 c8 db fc","shops","denglu_icon_gonggao_cn","denglu_icon_gonggao_cn__texture_v2_cn__en__login__small_tex_all__1ca4980190.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","73","icon-catalog.csv"
"icon-6e 7f 6e 7e","shops","denglu_icon_saoma_cn","denglu_icon_saoma_cn__texture_v2_cn__en__login__small_tex_all__aef28a4e0b.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","71","icon-catalog.csv"
"icon-e9 97 4a d0","shops","denglu_icon_shetuan_cn","denglu_icon_shetuan_cn__texture_v2_cn__en__login__small_tex_all__5e86dc9d5b.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-81 46 1c 61","shops","denglu_icon_shiming_cn","denglu_icon_shiming_cn__texture_v2_cn__en__login__small_tex_all__bf0179d447.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-b8 49 31 a0","shops","denglu_icon_xieyi_cn","denglu_icon_xieyi_cn__texture_v2_cn__en__login__small_tex_all__26f257adde.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-0d ac 29 65","shops","denglu_icon_xiufu_cn","denglu_icon_xiufu_cn__texture_v2_cn__en__login__small_tex_all__ba40f4b7ff.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","71","icon-catalog.csv"
"icon-ba 7d 39 78","shops","denglu_icon_yanzhengma_cn","denglu_icon_yanzhengma_cn__texture_v2_cn__en__login__small_tex_all__5ba5da65c2.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-28 89 6f 1d","shops","denglu_icon_zhanghao_cn","denglu_icon_zhanghao_cn__texture_v2_cn__en__login__small_tex_all__516a8d54d0.png","texture_v2_cn\en\login\small_tex_all.assetbundle","70","72","icon-catalog.csv"
"icon-fa 60 fc 19","shops","denglu_nianlintishi_bg_cn","denglu_nianlintishi_bg_cn__texture_v2_cn__en__login__small_tex_all__8e400b1a57.png","texture_v2_cn\en\login\small_tex_all.assetbundle","104","137","icon-catalog.csv"
"icon-14 29 14 f9","shops","denglu_wei_icon_cn","denglu_wei_icon_cn__texture_v2_cn__en__login__small_tex_all__b44d8e8772.png","texture_v2_cn\en\login\small_tex_all.assetbundle","46","49","icon-catalog.csv"
"icon-7b 19 17 2f","shops","denglu_xin_icon_cn","denglu_xin_icon_cn__texture_v2_cn__en__login__small_tex_all__e49d344eb1.png","texture_v2_cn\en\login\small_tex_all.assetbundle","46","49","icon-catalog.csv"
"icon-76 c1 47 56","shops","dianfengduijue_sheng_cn","dianfengduijue_sheng_cn__texture_v2_cn__en__pvp1__small_tex_all__8c2c9425f5.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","64","51","icon-catalog.csv"
"icon-c4 d4 e6 c0","shops","dianfengduijue_shengli_cn","dianfengduijue_shengli_cn__texture_v2_cn__en__pvp1__small_tex_all__f29badc2d3.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","407","125","icon-catalog.csv"
"icon-6b 17 27 7c","shops","dianfengduijue_shengli_cn","dianfengduijue_shengli_cn__texture_v2_cn__en__pvp3__small_tex_all__838255c17f.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","407","125","icon-catalog.csv"
"icon-00 41 2b 24","shops","dianfengduijue_xibai_cn","dianfengduijue_xibai_cn__texture_v2_cn__en__pvp3__small_tex_all__bd613ae336.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","407","103","icon-catalog.csv"
"icon-c6 9c 00 13","shops","dianfengduijue_xibai_cn","dianfengduijue_xibai_cn__texture_v2_cn__en__pvp1__small_tex_all__9699bd7c9e.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","407","103","icon-catalog.csv"
"icon-66 df f7 56","shops","dianfengzhizhan_taotaisai_icon_cn","dianfengzhizhan_taotaisai_icon_cn__texture_v2_cn__en__pvp3__small_tex_all__a28a277d4a.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","75","70","icon-catalog.csv"
"icon-fa 35 66 94","shops","dianfengzhizhan_taotaisai_icon_cn","dianfengzhizhan_taotaisai_icon_cn__texture_v2_cn__en__pvp1__small_tex_all__74511cb178.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","75","70","icon-catalog.csv"
"icon-25 0d 3f 26","shops","diaochawenjuan_cn","diaochawenjuan_cn__texture_v2_cn__en__actiquestion__small_tex_all__70386268b9.png","texture_v2_cn\en\actiquestion\small_tex_all.assetbundle","147","43","icon-catalog.csv"
"icon-15 29 06 36","shops","dingshiBoss_baochoujilu_icon_cn","dingshiBoss_baochoujilu_icon_cn__texture_v2_cn__en__boss__small_tex_all__cd0779c768.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","64","70","icon-catalog.csv"
"icon-df f3 b2 f6","shops","dingshiBoss_guishubaoxiang_icon_cn","dingshiBoss_guishubaoxiang_icon_cn__texture_v2_cn__en__boss__small_tex_all__a769872bcc.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","78","70","icon-catalog.csv"
"icon-13 50 13 3b","shops","dingshiBoss_jifenshangdian_icon_cn","dingshiBoss_jifenshangdian_icon_cn__texture_v2_cn__en__boss__small_tex_all__d17276e9bf.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","60","70","icon-catalog.csv"
"icon-93 77 9c 65","shops","dingshiBoss_mubiao_icon_cn","dingshiBoss_mubiao_icon_cn__texture_v2_cn__en__boss__small_tex_all__b590e9fefc.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","42","43","icon-catalog.csv"
"icon-ff ad e2 d4","shops","dingshiBoss_roll_icon_cn","dingshiBoss_roll_icon_cn__texture_v2_cn__en__mainui__small_tex_all__e4e4239431.png","texture_v2_cn\en\mainui\small_tex_all.assetbundle","76","64","icon-catalog.csv"
"icon-64 84 8a 30","shops","dingshiBoss_yaolingzhouka_icon_cn","dingshiBoss_yaolingzhouka_icon_cn__texture_v2_cn__en__boss__small_tex_all__4393fe972a.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","78","70","icon-catalog.csv"
"icon-67 f8 13 ef","shops","dingshiBoss_zhaohuibaoxiang_icon_cn","dingshiBoss_zhaohuibaoxiang_icon_cn__texture_v2_cn__en__boss__small_tex_all__e80f9652a2.png","texture_v2_cn\en\boss\small_tex_all.assetbundle","76","70","icon-catalog.csv"
"icon-02 66 dd 97","shops","dj_gh_hongbao_icon_cn","dj_gh_hongbao_icon_cn__texture_v2_cn__en__vip__small_tex_all__a526b36a5c.png","texture_v2_cn\en\vip\small_tex_all.assetbundle","84","84","icon-catalog.csv"
"icon-02 80 bc 24","shops","dj_gh_hongbao_manian_icon_cn","dj_gh_hongbao_manian_icon_cn__texture_v2__redbag__small_tex_all__33986babd7.png","texture_v2\redbag\small_tex_all.assetbundle","66","78","icon-catalog.csv"
"icon-2f 95 fa 93","shops","duiwu_dui_icon_cn","duiwu_dui_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__44c228f714.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-47 95 fe 3b","shops","duiwu_dui_icon_cn","duiwu_dui_icon_cn__texture_v2_cn__en__team__small_tex_all__18860ed434.png","texture_v2_cn\en\team\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-97 96 13 8e","shops","duiwu_gensui_icon_cn","duiwu_gensui_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__917ba4c273.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-ae 06 c0 ed","shops","duiwu_gensui_icon_cn","duiwu_gensui_icon_cn__texture_v2_cn__en__team__small_tex_all__0ef76c453f.png","texture_v2_cn\en\team\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-11 fe 09 2d","shops","duiwu_jingxiang_icon_cn","duiwu_jingxiang_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__a0fccf6f8b.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-f1 3c 3a 1b","shops","duiwu_jingxiang_icon_cn","duiwu_jingxiang_icon_cn__texture_v2_cn__en__team__small_tex_all__1d2d762eed.png","texture_v2_cn\en\team\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-33 d6 91 bb","shops","duiwu_lixian_icon_cn","duiwu_lixian_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__2f985600ac.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-cf ee bc b9","shops","duiwu_lixian_icon_cn","duiwu_lixian_icon_cn__texture_v2_cn__en__team__small_tex_all__6269027a6f.png","texture_v2_cn\en\team\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-2a bd f8 b8","shops","duiwu_qizhi_icon_cn","duiwu_qizhi_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__9d8488821e.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-15 a3 fa d5","shops","duiwu_zhuzhan_icon_cn","duiwu_zhuzhan_icon_cn__texture_v2_cn__en__team__small_tex_all__70eb0473f5.png","texture_v2_cn\en\team\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-6e 20 0d cc","shops","duiwu_zhuzhan_icon_cn","duiwu_zhuzhan_icon_cn__texture_v2_cn__en__mainuileft__small_tex_all__64ab78f40d.png","texture_v2_cn\en\mainuileft\small_tex_all.assetbundle","66","88","icon-catalog.csv"
"icon-cb 19 f0 69","shops","elementIcon1_cn","elementIcon1_cn__texture_v2_cn__en__countrytomb__small_tex_all__a168625912.png","texture_v2_cn\en\countrytomb\small_tex_all.assetbundle","32","32","icon-catalog.csv"
"icon-7f 52 6b f0","shops","elementIcon2_cn","elementIcon2_cn__texture_v2_cn__en__countrytomb__small_tex_all__31342b3367.png","texture_v2_cn\en\countrytomb\small_tex_all.assetbundle","32","32","icon-catalog.csv"
"icon-2b b6 97 72","shops","elementIcon3_cn","elementIcon3_cn__texture_v2_cn__en__countrytomb__small_tex_all__0bcae77e62.png","texture_v2_cn\en\countrytomb\small_tex_all.assetbundle","32","32","icon-catalog.csv"
"icon-c1 81 14 9c","shops","elementIcon4_cn","elementIcon4_cn__texture_v2_cn__en__countrytomb__small_tex_all__d7cded124b.png","texture_v2_cn\en\countrytomb\small_tex_all.assetbundle","32","32","icon-catalog.csv"
"icon-ec ab 7f 93","shops","eli_stage1_cn","eli_stage1_cn__texture_v2_cn__en__pvp1__small_tex_all__9939f6b3f1.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","133","45","icon-catalog.csv"
"icon-b7 09 e9 a1","shops","eli_stage1_cn","eli_stage1_cn__texture_v2_cn__en__pvp3__small_tex_all__4c71b8ffb4.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","133","45","icon-catalog.csv"
"icon-fc a8 0e 67","shops","eli_stage2_cn","eli_stage2_cn__texture_v2_cn__en__pvp1__small_tex_all__f40f0ede3f.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","111","45","icon-catalog.csv"
"icon-f7 8d 6f 59","shops","eli_stage2_cn","eli_stage2_cn__texture_v2_cn__en__pvp3__small_tex_all__9e1f217f7e.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","111","45","icon-catalog.csv"
"icon-7d 6a 11 b1","shops","eli_stage3_cn","eli_stage3_cn__texture_v2_cn__en__pvp3__small_tex_all__95139b0c18.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","111","45","icon-catalog.csv"
"icon-66 99 b5 da","shops","eli_stage3_cn","eli_stage3_cn__texture_v2_cn__en__pvp1__small_tex_all__bd05b29a9d.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","111","45","icon-catalog.csv"
"icon-74 b5 cf 0c","shops","eli_stage4_cn","eli_stage4_cn__texture_v2_cn__en__pvp3__small_tex_all__27f7bb4385.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","232","41","icon-catalog.csv"
"icon-68 0a 00 06","shops","eli_stage4_cn","eli_stage4_cn__texture_v2_cn__en__pvp1__small_tex_all__755aeaa073.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","232","41","icon-catalog.csv"
"icon-41 c3 26 80","shops","eli_stage5_cn","eli_stage5_cn__texture_v2_cn__en__pvp1__small_tex_all__b2febb79a8.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","202","75","icon-catalog.csv"
"icon-76 eb ed b7","shops","eli_stage5_cn","eli_stage5_cn__texture_v2_cn__en__pvp3__small_tex_all__4e43070a88.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","202","75","icon-catalog.csv"
"icon-73 a8 d7 c5","shops","eli_stage6_cn","eli_stage6_cn__texture_v2_cn__en__pvp3__small_tex_all__04b7b622e5.png","texture_v2_cn\en\pvp3\small_tex_all.assetbundle","211","73","icon-catalog.csv"
"icon-15 39 16 96","shops","eli_stage6_cn","eli_stage6_cn__texture_v2_cn__en__pvp1__small_tex_all__d798b76b7a.png","texture_v2_cn\en\pvp1\small_tex_all.assetbundle","211","73","icon-catalog.csv"
"icon-13 f8 29 2d","shops","exitIcon","exitIcon__texture_v2__mapicon__small_tex_all__f67dca112f.png","texture_v2\mapicon\small_tex_all.assetbundle","44","51","icon-catalog.csv"
"icon-f1 4f 8c 43","shops","f1_cn","f1_cn__texture_v2_cn__en__teamdungeon__small_tex_all__49b8ab8371.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","80","21","icon-catalog.csv"
"icon-a9 3f 09 b3","shops","f2_cn","f2_cn__texture_v2_cn__en__teamdungeon__small_tex_all__b80aa433c8.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","78","27","icon-catalog.csv"
"icon-20 9d 76 18","shops","f3_cn","f3_cn__texture_v2_cn__en__teamdungeon__small_tex_all__93b9327bf2.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","123","21","icon-catalog.csv"
"icon-90 be 3b 2d","shops","f4_cn","f4_cn__texture_v2_cn__en__teamdungeon__small_tex_all__e7780af3df.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","102","25","icon-catalog.csv"
"icon-ba 7f fa ca","shops","f5_cn","f5_cn__texture_v2_cn__en__teamdungeon__small_tex_all__580680ec28.png","texture_v2_cn\en\teamdungeon\small_tex_all.assetbundle","95","21","icon-catalog.csv"
"icon-d9 07 1f cb","shops","fanbeihaoli_kpxg_icon_cn","fanbeihaoli_kpxg_icon_cn__texture_v2_cn__en__doublecardactivity__small_tex_all__d8fe168bd8.png","texture_v2_cn\en\doublecardactivity\small_tex_all.assetbundle","76","70","icon-catalog.csv"
"icon-85 64 32 ea","shops","flag1","flag1__texture_v2__mapicon__small_tex_all__e1d9fbfae7.png","texture_v2\mapicon\small_tex_all.assetbundle","40","45","icon-catalog.csv"
"icon-8d 6d d8 40","shops","flag2","flag2__texture_v2__mapicon__small_tex_all__ffc05c5513.png","texture_v2\mapicon\small_tex_all.assetbundle","40","45","icon-catalog.csv"
"icon-76 4a 48 a6","shops","gd_beibao_icon_cn","gd_beibao_icon_cn__texture_v2_cn__en__antique__small_tex_all__42a53f9a3f.png","texture_v2_cn\en\antique\small_tex_all.assetbundle","60","74","icon-catalog.csv"
"icon-1c e1 17 66","shops","gd_dizuo_weijihuo_cn","gd_dizuo_weijihuo_cn__texture_v2_cn__en__antique__small_tex_all__0972e000d4.png","texture_v2_cn\en\antique\small_tex_all.assetbundle","194","118","icon-catalog.csv"
"icon-7f fb 06 67","shops","gd_huodong_icon_cn","gd_huodong_icon_cn__texture_v2_cn__en__antique__small_tex_all__a7a72e3825.png","texture_v2_cn\en\antique\small_tex_all.assetbundle","60","73","icon-catalog.csv"
"icon-6b 8e ff 2b","shops","gd_sxzl_icon_cn","gd_sxzl_icon_cn__texture_v2_cn__en__antique__small_tex_all__cac50186c4.png","texture_v2_cn\en\antique\small_tex_all.assetbundle","79","75","icon-catalog.csv"
"icon-c0 14 fa d8","shops","gd_xunbao_icon_cn","gd_xunbao_icon_cn__texture_v2_cn__en__antique__small_tex_all__d94a415963.png","texture_v2_cn\en\antique\small_tex_all.assetbundle","60","75","icon-catalog.csv"
